supervisor_id,supervisor_name,paper_id,title,abstract,year,scholar_url,author_lookup_mode,authors,venue,doi,source_url,source_title,source_type,selection_bucket,identity_verified,identity_evidence,search_model,searched_at
s15,Kjell Erlandsson,doi:10.1109/NSS/MIC44845.2022.10398953,Optimization of a Stationary Tomographic MBI System Including Non-Local Means Filtering,"A novel stationary tomographic Molecular Breast Imaging (MBI) system is currently under development, with the aim of obtaining high image-quality with low dose and short scanning time. The system is based on dual opposing CZT detector arrays and multi-pinhole collimators. We have recently modified the iterative image reconstruction procedure by incorporating a novel relaxation scheme, in order to make the image contrast and noise properties more uniform throughout the field-of-view. In addition, we have introduced a post-reconstruction image denoising step based on the non-local means (NLM) filter. In view of the significant effect that these steps had on the image quality, we performed a new system parameter optimization. The parameters investigated were pinhole size, opening angle and separation, as well as the number of reconstruction iterations and the degree-of-smoothing parameter of the NLM filter. The optimization was performed based on simulated data, by maximizing the contrast-to-noise ratio (CNR) in the images. We found that the optimal system parameters were not so different with the new data processing steps as compared to previous results, while the CNR was improved by a factor > 3.",2024,,opencode_plaintext_search,"Erlandsson, K; Wirth, A; Thielemans, K; Baistow, I; Cherlin, A; Hutton, BF","2022 IEEE NSS/MIC RTSD - IEEE Nuclear Science Symposium, Medical Imaging Conference and Room Temperature Semiconductor Detector Conference",10.1109/NSS/MIC44845.2022.10398953,https://discovery.ucl.ac.uk/id/eprint/10189344/,Optimization of a Stationary Tomographic MBI System Including Non-Local Means Filtering,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:31:30.469820+00:00
s15,Kjell Erlandsson,doi:10.1109/TRPMS.2023.3287639,Challenges in Acquiring Clinical Simultaneous SPECT-MRI on a PET-MRI Scanner,"The INSERT is the world's first clinical SPECT-MRI brain imaging system based on scintillation detectors with a SiPM readout. Here we demonstrate its use within a clinical MRI environment for the first time. Using a standard transmit-receive head coil, and with an appropriate selection of a custom MRI sequence (GRE), we overcome mutual interference. The INSERT and its bulky 50 kg tungsten collimator introduce magnetic field inhomogeneity. Due to the specific MRI-compatible collimator design, inhomogeneity is compensated by shimming, leading to simultaneous acquisition. We process the SPECT data acquired alongside the MRI sequence to evaluate the SPECT system performance and the impact of the MRI. Finally, we present a set of simultaneous SPECT-MRI acquisitions, demonstrating multimodal imaging capabilities, albeit with a limited MRI sequence.",2023,,opencode_plaintext_search,"Morahan, Ashley J; D'Adda, Ilenia; Erlandsson, Kjell; Carminati, Marco; Rega, Marilena; Walls, Darren; Fiorini, Carlo; Hutton, Brian F",IEEE Transactions on Radiation and Plasma Medical Sciences,10.1109/TRPMS.2023.3287639,https://discovery.ucl.ac.uk/id/eprint/10172655/,Challenges in Acquiring Clinical Simultaneous SPECT-MRI on a PET-MRI Scanner,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:31:30.469820+00:00
s15,Kjell Erlandsson,doi:10.1109/NSS/MIC44867.2021.9875682,Challenges in Optimization of a Stationary Tomographic Molecular Breast Imaging System,"A prototype Molecular Breast Imaging (MBI) system is currently under development, motivated by the need of a practical low-dose system for use in patients with dense breast tissue, where conventional mammography is limited. The system is based on dual opposing CZT detector arrays and multi-pinhole collimators which allow for multiplexing in the projection data. We have performed optimization of various design parameters based on either contrast-to-noise ratio (CNR) in the reconstructed images or area under the localization receiver operating characteristics curve (LROC-AUC) obtained using the scan statistic model. The optimizations were based on simulated data, and the parameters investigated were pinhole size and opening angle, pinhole separation and collimator-to-detector separation. The two optimization approaches resulted in similar design parameters, allowing for reconstruction of tomographic images with high CNR and lesion detectability, which can lead to a reduced dose or scan time as compared to planar MBI.",2022,,opencode_plaintext_search,"Erlandsson, K; Wirth, A; Thielemans, K; Baistow, I; Cherlin, A; Hutton, BF",Proceedings of the 2021 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),10.1109/NSS/MIC44867.2021.9875682,https://discovery.ucl.ac.uk/id/eprint/10158294/,Challenges in Optimization of a Stationary Tomographic Molecular Breast Imaging System,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:31:30.469820+00:00
s15,Kjell Erlandsson,doi:10.1109/NSS/MIC44867.2021.9875672,Towards Accurate Partial Volume Correction - Perturbation for SPECT Resolution Estimation,"The accuracy of quantitative SPECT imaging is limited by the Partial Volume Effect as a result of the relatively poor spatial resolution. There is currently no consensus on the optimal Partial Volume Correction (PVC) algorithm in the application of SPECT oncology imaging. Several promising candidates require information on the reconstructed resolution - usually in the form of the Point Spread Function (PSF). A particular challenge that SPECT poses for PVC is that the resolution is known to vary with position in the field-of-view, as well as with activity distribution and reconstruction method. In this work, we assessed the potential benefit of using perturbation to measure case-specific resolution for PVC. A small point source was used to measure the resolution in phantoms designed to replicate the issues encountered in oncology imaging, including anthropomorphic phantoms which had not previously been examined in perturbation applications. Results demonstrate that, provided that a sufficient number of iterations is used for image reconstruction, perturbation can be used to measure a case-specific PSF. When PVC is applied with this case-specific PSF, quantitative accuracy is improved compared with no correction or applying PVC with an inappropriate PSF.",2022,,opencode_plaintext_search,"Gillen, R; Erlandsson, K; Denis-Bacelar, AM; Thielemans, K; Hutton, BF; McQuaid, S",Proceedings 2021 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),10.1109/NSS/MIC44867.2021.9875672,https://discovery.ucl.ac.uk/id/eprint/10158291/,Towards Accurate Partial Volume Correction - Perturbation for SPECT Resolution Estimation,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:31:30.469820+00:00
s15,Kjell Erlandsson,doi:10.1109/NSS/MIC44867.2021.9875833,Implications of the Partial Ring Design for a Clinical SPECT Insert,The INSERT system is a stationary SPECT insert designed for clinical SPECT/MRI. The system has been evaluated as a standalone SPECT scanner and here the image reconstruction is evaluated to determine the implications of its design. A two-step image acquisition can be implemented to overcome the limitations of the partial ring design. The image quality and activity linearity are evaluated through a set of point sources and vials of varying activity concentration. The evaluation highlighted areas where image reconstruction and data processing needed to improve before proceeding to simultaneous SPECT/MRI acquisitions. We have shown that the proposed dual acquisition method can produce improved image quality through the use of modified data acquisition and reconstruction protocols.,2022,,opencode_plaintext_search,"Morahan, A; Erlandsson, K; Dickson, J; D'Adda, I; Carminati, M; Fiorini, C; Hutton, BF",2021 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),10.1109/NSS/MIC44867.2021.9875833,https://discovery.ucl.ac.uk/id/eprint/10158372/,Implications of the Partial Ring Design for a Clinical SPECT Insert,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:31:30.469820+00:00
s26,Nikos Konstantinidis,doi:10.1515/zna-2025-0349,Magnetic field-induced degenerate ground state in the classical antiferromagnetic XX model on the icosahedron,"The ground state of the classical antiferromagnetic XX model in a magnetic field is calculated for spins mounted on the vertices of the icosahedron. The magnetization is characterized by two discontinuities as a function of the external field. For a wide field range above the first discontinuity the ground state is degenerate, with two spins related by spatial inversion aligned with the field and the rest forming two magnetization units in the form of pentagons. It is shown that the degeneracy originates from the coupling of the two pentagons, which introduces the triangle, associated with ground-state degeneracy, as an interaction unit in the icosahedron. The magnetization discontinuities are shown to evolve first from the coupling of isolated triangles and then from the coupling of the two spins related by spatial inversion.",2026,,opencode_plaintext_search,N. P. Konstantinidis,"Zeitschrift für Naturforschung A, 81(4), 279-288",10.1515/zna-2025-0349,https://arxiv.org/abs/2511.06004,Magnetic field-induced degenerate ground state in the classical antiferromagnetic XX model on the icosahedron,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:59:00.879083+00:00
s26,Nikos Konstantinidis,doi:10.48550/arXiv.2505.09934,Local variations of the magnetization effected by an external field in molecular rings,"It is shown that an external magnetic field generates local variations of the classical ground-state magnetization in molecular rings of antiferromagnetic icosahedra with isotropic spin interactions. The magnetic response is characterized by a multitude of magnetization discontinuities occurring across the ring. In addition, a parity effect with respect to the number of icosahedra allows for magnetization jumps that occur at different field values for different molecules and produce an even more pronounced local variation of the magnetization. It is also found that for specific field ranges all canting angles of the molecular magnetizations increase with the field. These findings are in sharp contrast with the ones for rings of individual spins.",2025,,opencode_plaintext_search,N. P. Konstantinidis,arXiv preprint,10.48550/arXiv.2505.09934,https://arxiv.org/abs/2505.09934,Local variations of the magnetization effected by an external field in molecular rings,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:59:00.879083+00:00
s26,Nikos Konstantinidis,doi:10.1016/j.jmmm.2025.173061,Origin of the classical magnetization discontinuities of the dodecahedron,"The classical antiferromagnetic Heisenberg model on the dodecahedron has been shown to have three magnetization discontinuities in an external field. Here it is shown that the highest-field discontinuity can be directly traced back to the strong magnetization jump leading to saturation at the Ising limit, which originates from the magnetic response of an isolated pentagon and the frustrated connectivity of the dodecahedron. This discontinuity survives up to the XY limit and disappears shortly before the ferromagnetic Ising interaction fully polarizes the spins. The two lower-field jumps of the model result from the competition of discontinuities that emerge from the magnetization plateau surviving away from the Ising limit.",2025,,opencode_plaintext_search,N. P. Konstantinidis,"Journal of Magnetism and Magnetic Materials, 627(1), 173061",10.1016/j.jmmm.2025.173061,https://arxiv.org/abs/2311.17205,Origin of the classical magnetization discontinuities of the dodecahedron,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:59:00.879083+00:00
s26,Nikos Konstantinidis,doi:10.21468/SciPostPhys.15.1.037,ΔSz=2 quantum magnetization discontinuities proportional in number to the spin s in C60: Origin and the role of symmetry,The quantum antiferromagnetic Heisenberg model on the fullerene C60 in a magnetic field has 4s ground-state magnetization discontinuities with ΔSz = 2 as a function of the spin quantum number s that disappear at the classical limit. The molecule can be seen as the fullerene C20 with interpentagon interactions that generate the discontinuities when sufficiently strong. The discontinuities originate from the antiferromagnetic Ising limit for both molecules. The results show how spatial symmetry dictates the magnetic response of the Ih fullerene molecules.,2023,,opencode_plaintext_search,N. P. Konstantinidis,"SciPost Physics, 15(1), 037",10.21468/SciPostPhys.15.1.037,https://scipost.org/SciPostPhys.15.1.037,ΔSz=2 quantum magnetization discontinuities proportional in number to the spin s in C60: Origin and the role of symmetry,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:59:00.879083+00:00
s26,Nikos Konstantinidis,doi:DOI: 10.21468/SciPostPhysCore.6.2.042,Competition between frustration and spin dimensionality in the classical antiferromagnetic n-vector model with arbitrary n,A new method to characterize the strength of magnetic frustration is proposed by calculating the minimum dimensionality of the absolute ground states of the classical nearest-neighbor antiferromagnetic n-vector model with arbitrary n. Platonic solids in three and four dimensions and Archimedean solids have lowest-energy configurations in a number of spin dimensions equal to their real-space dimensionality. Fullerene molecules and geodesic icosahedra can produce ground states in as many as five spin dimensions. Frustration is also characterized by the maximum value of the ground-state energy when the exchange interactions are allowed to vary.,2023,,opencode_plaintext_search,N. P. Konstantinidis,"SciPost Physics Core, 6(2), 042",DOI: 10.21468/SciPostPhysCore.6.2.042,https://scipost.org/SciPostPhysCore.6.2.042,Competition between frustration and spin dimensionality in the classical antiferromagnetic n-vector model with arbitrary n,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T21:59:00.879083+00:00
s27,William Woof,doi:10.1101/2025.07.03.25330767,Quantification of Optical Coherence Tomography Features in >3500 Patients with Inherited Retinal Disease Reveals Novel Genotype-Phenotype Associations,"Purpose: To quantify spectral-domain optical coherence tomography (SD-OCT) images cross-sectionally and longitudinally in a large cohort of molecularly characterized patients with inherited retinal disease (IRDs) from the UK. Design: Retrospective study of imaging data. Participants: Patients with a clinical and molecularly confirmed diagnosis of IRD who have undergone macular SD-OCT imaging at Moorfields Eye Hospital (MEH) between 2011 and 2019. We retrospectively identified 4,240 IRD patients from the MEH database (198 distinct IRD genes), including 69,664 SD-OCT macular volumes. Methods: Eight features of interest were defined: retina, fovea, intraretinal cystic spaces (ICS), subretinal fluid (SRF), subretinal hyper-reflective material (SHRM), pigment epithelium detachment (PED), ellipsoid zone loss (EZ-loss) and retinal pigment epithelium loss (RPE-loss). Manual annotations of five b-scans per SD-OCT volume was performed for the retinal features by four graders based on a defined grading protocol. A total of 1,749 b-scans from 360 SD-OCT volumes across 275 patients were annotated for the eight retinal features for training and testing of a neural-network-based segmentation model, AIRDetect-OCT, which was then applied to the entire imaging dataset. Main Outcome Measures: Performance of AIRDetect-OCT, comparing to inter-grader agreement was evaluated using Dice score on a held-out dataset. Feature prevalence, volume and area were analysed cross-sectionally and longitudinally. Results: The inter-grader Dice score for manual segmentation was ≥90% for retina, ICS, SRF, SHRM and PED, >77% for both EZ-loss and RPE-loss. Model-grader agreement was >80% for segmentation of retina, ICS, SRF, SHRM, and PED, and >68% for both EZ-loss and RPE-loss. AIRDetect-OCT enables large-scale OCT feature quantification in IRD patients uncovering cross-sectional and longitudinal phenotype correlations with demographic and genotypic parameters. Conclusions: AIRDetect-OCT, a novel deep learning algorithm, enables large-scale OCT feature quantification in IRD patients uncovering cross-sectional and longitudinal phenotype correlations with demographic and genotypic parameters.",2025,https://scholar.google.com/citations?user=WyYFEpUAAAAJ&hl=en&oi=ao,opencode_plaintext_search,"Woof W, de Guimarães TAC, Al-Khuzaei S, Varela MD, Shah M, Naik G, Sen S, Bagga P, Mendes B, Chan YW, Lin S, Ghoshal B, Liefers B, Fu DJ, Georgiou M, da Silva AS, Nguyen Q, Liu Y, Sumodhee D, Fujinami-Yokokawa Y, Patel PJ, Furman J, Moghul I, Moosajee M, Sallum J, De Silva SR, Lorenz B, Herrmann P, Holz FG, Fujinami K, Webster AR, Mahroo OA, Downes SM, Madhusuhan S, Balaskas K, Michaelides M, Pontikos N",medRxiv (preprint),10.1101/2025.07.03.25330767,https://doi.org/10.1101/2025.07.03.25330767,Quantification of Optical Coherence Tomography Features in >3500 Patients with Inherited Retinal Disease Reveals Novel Genotype-Phenotype Associations,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:05:33.802265+00:00
